invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I223283,C174561,Female,41,Clothing,3,900.24,Cash,06-02-2023,Metrocity
I220409,C157730,Male,24,Clothing,1,300.08,Cash,06-02-2023,Mall of Istanbul
I247302,C218319,Male,40,Cosmetics,5,203.3,Credit Card,06-02-2023,Metrocity
I619461,C221566,Male,68,Clothing,1,300.08,Cash,06-02-2023,Metropol AVM
I157736,C774879,Male,47,Clothing,4,1200.32,Debit Card,06-02-2023,Zorlu Center
I302803,C147137,Male,18,Toys,2,71.68,Cash,06-02-2023,Mall of Istanbul
I174230,C323992,Male,48,Clothing,5,1500.4,Cash,06-02-2023,Mall of Istanbul
I252861,C204732,Female,64,Shoes,4,2400.68,Cash,06-02-2023,Istinye Park
I486809,C856593,Female,43,Toys,3,107.52,Debit Card,06-02-2023,Kanyon
I135165,C234133,Female,51,Cosmetics,3,121.98,Debit Card,06-02-2023,Viaport Outlet
I142414,C334606,Male,41,Cosmetics,5,203.3,Cash,06-02-2023,Istinye Park
I725614,C131315,Male,40,Souvenir,3,35.19,Credit Card,06-02-2023,Metrocity
I149590,C352767,Female,18,Cosmetics,1,40.66,Credit Card,06-02-2023,Metrocity
I241466,C735760,Male,47,Cosmetics,2,81.32,Cash,06-02-2023,Istinye Park
I668430,C230077,Female,52,Food & Beverage,3,15.69,Cash,06-02-2023,Metrocity
I276346,C433574,Male,52,Clothing,4,1200.32,Cash,06-02-2023,Mall of Istanbul
I527520,C222684,Female,42,Food & Beverage,5,26.15,Cash,06-02-2023,Metrocity
I190703,C288931,Male,49,Shoes,1,600.17,Debit Card,06-02-2023,Zorlu Center
I418366,C420359,Male,46,Clothing,5,1500.4,Credit Card,06-02-2023,Kanyon
I389721,C975123,Female,59,Clothing,2,600.16,Credit Card,06-02-2023,Emaar Square Mall
I237066,C126183,Female,38,Shoes,4,2400.68,Cash,06-02-2023,Mall of Istanbul
I498421,C173938,Female,48,Souvenir,5,58.65,Cash,06-02-2023,Mall of Istanbul
I304291,C103546,Male,58,Clothing,3,900.24,Credit Card,06-02-2023,Cevahir AVM
I570395,C223369,Female,26,Clothing,2,600.16,Credit Card,06-02-2023,Forum Istanbul
I276038,C301462,Female,44,Cosmetics,1,40.66,Cash,06-02-2023,Kanyon
I493409,C242148,Male,18,Clothing,5,1500.4,Credit Card,06-02-2023,Mall of Istanbul
I737293,C659206,Male,63,Technology,2,2100,Credit Card,06-02-2023,Kanyon
I119901,C378460,Male,42,Toys,2,71.68,Cash,06-02-2023,Kanyon
I289682,C750350,Female,31,Clothing,3,900.24,Cash,06-02-2023,Istinye Park
I142771,C250790,Male,60,Technology,2,2100,Cash,06-02-2023,Cevahir AVM
I281434,C141855,Female,38,Food & Beverage,4,20.92,Debit Card,06-02-2023,Mall of Istanbul
I303434,C572812,Female,53,Food & Beverage,1,5.23,Credit Card,06-02-2023,Metrocity
I256473,C303907,Female,64,Technology,1,1050,Debit Card,06-02-2023,Istinye Park
I308180,C661673,Female,21,Cosmetics,5,203.3,Cash,06-02-2023,Kanyon
I132074,C445550,Male,30,Cosmetics,1,40.66,Cash,06-02-2023,Mall of Istanbul
I164995,C326733,Female,31,Food & Beverage,3,15.69,Cash,06-02-2023,Metropol AVM
I257186,C329051,Male,61,Shoes,1,600.17,Cash,06-02-2023,Istinye Park
I121354,C219875,Female,28,Shoes,3,1800.51,Credit Card,06-02-2023,Mall of Istanbul
I179173,C489253,Male,21,Cosmetics,2,81.32,Credit Card,06-02-2023,Metrocity
I643296,C307968,Female,41,Cosmetics,4,162.64,Cash,06-02-2023,Mall of Istanbul
I718831,C758865,Male,35,Clothing,4,1200.32,Cash,06-02-2023,Kanyon
I287363,C244187,Female,24,Cosmetics,1,40.66,Cash,06-02-2023,Metrocity
I126762,C179419,Female,51,Clothing,5,1500.4,Credit Card,06-02-2023,Kanyon
I791717,C163895,Female,50,Cosmetics,2,81.32,Credit Card,06-02-2023,Mall of Istanbul
I130528,C107549,Male,57,Clothing,4,1200.32,Credit Card,06-02-2023,Metrocity
I400888,C143471,Male,39,Cosmetics,5,203.3,Debit Card,07-02-2023,Zorlu Center
I123918,C336809,Female,61,Clothing,1,300.08,Cash,07-02-2023,Emaar Square Mall
I147428,C192403,Female,29,Food & Beverage,3,15.69,Credit Card,07-02-2023,Forum Istanbul
I202056,C958378,Female,55,Books,4,60.6,Debit Card,07-02-2023,Metrocity
I108615,C217169,Female,33,Clothing,5,1500.4,Credit Card,07-02-2023,Istinye Park
I182152,C527849,Female,62,Food & Beverage,2,10.46,Credit Card,07-02-2023,Mall of Istanbul
I285409,C131325,Male,42,Technology,1,1050,Debit Card,07-02-2023,Metropol AVM
I625052,C191318,Female,55,Clothing,2,600.16,Cash,07-02-2023,Kanyon
I282606,C205627,Male,21,Shoes,3,1800.51,Cash,07-02-2023,Mall of Istanbul
I297614,C324311,Male,56,Clothing,1,300.08,Cash,07-02-2023,Mall of Istanbul
I222703,C265934,Female,25,Shoes,3,1800.51,Credit Card,07-02-2023,Forum Istanbul
I241016,C218750,Female,22,Souvenir,3,35.19,Credit Card,07-02-2023,Metrocity
I214861,C773042,Male,49,Souvenir,5,58.65,Credit Card,07-02-2023,Metrocity
I308137,C104317,Male,33,Clothing,4,1200.32,Cash,07-02-2023,Kanyon
I212156,C116029,Male,59,Clothing,4,1200.32,Credit Card,07-02-2023,Istinye Park
I645506,C140142,Female,38,Toys,1,35.84,Credit Card,07-02-2023,Mall of Istanbul
I211556,C323277,Female,52,Shoes,3,1800.51,Cash,07-02-2023,Mall of Istanbul
I301972,C293587,Male,31,Technology,3,3150,Credit Card,07-02-2023,Mall of Istanbul
I197153,C780927,Male,32,Food & Beverage,3,15.69,Debit Card,07-02-2023,Viaport Outlet
I136033,C107989,Female,50,Clothing,2,600.16,Credit Card,07-02-2023,Mall of Istanbul
I167265,C305792,Male,53,Souvenir,2,23.46,Debit Card,07-02-2023,Metrocity
I161675,C991424,Female,48,Clothing,1,300.08,Credit Card,07-02-2023,Mall of Istanbul
I326299,C893097,Female,68,Clothing,3,900.24,Debit Card,07-02-2023,Cevahir AVM
I322438,C511843,Female,41,Clothing,5,1500.4,Credit Card,07-02-2023,Kanyon
I269961,C257347,Female,53,Clothing,2,600.16,Credit Card,07-02-2023,Kanyon
I178416,C625042,Female,19,Food & Beverage,3,15.69,Credit Card,07-02-2023,Cevahir AVM
I151807,C179333,Female,24,Clothing,5,1500.4,Cash,07-02-2023,Zorlu Center
I910420,C240888,Male,56,Clothing,5,1500.4,Credit Card,07-02-2023,Metrocity
I115312,C151408,Female,55,Toys,1,35.84,Credit Card,07-02-2023,Metrocity
I121448,C613530,Male,61,Cosmetics,4,162.64,Debit Card,07-02-2023,Cevahir AVM
I180143,C300719,Female,22,Technology,4,4200,Cash,07-02-2023,Metrocity
I335738,C140638,Male,61,Cosmetics,2,81.32,Debit Card,07-02-2023,Kanyon
I226466,C289093,Female,36,Food & Beverage,2,10.46,Credit Card,07-02-2023,Mall of Istanbul
I237299,C820414,Male,55,Clothing,2,600.16,Cash,07-02-2023,Cevahir AVM
I333637,C256993,Female,68,Shoes,5,3000.85,Debit Card,07-02-2023,Metrocity
I133507,C311454,Female,69,Cosmetics,4,162.64,Credit Card,07-02-2023,Kanyon
I191060,C253766,Female,54,Clothing,4,1200.32,Credit Card,07-02-2023,Mall of Istanbul
I186230,C280965,Female,45,Souvenir,2,23.46,Cash,07-02-2023,Zorlu Center
I874153,C365201,Male,20,Cosmetics,5,203.3,Cash,07-02-2023,Forum Istanbul
I644486,C205939,Female,54,Shoes,2,1200.34,Credit Card,07-02-2023,Metropol AVM
I215539,C135885,Female,20,Cosmetics,1,40.66,Credit Card,07-02-2023,Metropol AVM
I130627,C124549,Female,46,Shoes,2,1200.34,Credit Card,07-02-2023,Mall of Istanbul
I711875,C487747,Female,39,Cosmetics,4,162.64,Cash,07-02-2023,Forum Istanbul
I306329,C567725,Female,43,Books,1,15.15,Cash,07-02-2023,Kanyon
I218622,C509812,Male,31,Shoes,3,1800.51,Cash,07-02-2023,Mall of Istanbul
I236438,C107358,Female,41,Souvenir,4,46.92,Debit Card,07-02-2023,Cevahir AVM
I334776,C217156,Female,48,Toys,2,71.68,Cash,07-02-2023,Istinye Park
I340051,C304904,Male,30,Toys,2,71.68,Debit Card,07-02-2023,Cevahir AVM
I592983,C149336,Female,31,Clothing,3,900.24,Cash,07-02-2023,Forum Istanbul
I226920,C734524,Female,63,Shoes,1,600.17,Credit Card,07-02-2023,Metrocity
I161518,C262392,Male,19,Toys,1,35.84,Cash,07-02-2023,Mall of Istanbul
I129582,C447812,Female,47,Books,1,15.15,Credit Card,07-02-2023,Metrocity
I214674,C456567,Female,22,Cosmetics,5,203.3,Credit Card,07-02-2023,Viaport Outlet
I183205,C252425,Female,66,Technology,5,5250,Credit Card,07-02-2023,Zorlu Center
I337987,C325380,Male,30,Shoes,5,3000.85,Credit Card,07-02-2023,Mall of Istanbul
I286759,C263971,Female,50,Technology,4,4200,Cash,07-02-2023,Metrocity
I282539,C205758,Female,23,Clothing,2,600.16,Debit Card,07-02-2023,Kanyon
I391464,C538073,Female,69,Shoes,5,3000.85,Cash,07-02-2023,Metrocity
I794706,C257924,Female,56,Clothing,2,600.16,Cash,07-02-2023,Mall of Istanbul
I253512,C331087,Female,49,Food & Beverage,5,26.15,Cash,07-02-2023,Metropol AVM
I270796,C185488,Female,46,Food & Beverage,5,26.15,Debit Card,07-02-2023,Cevahir AVM
I164526,C546857,Male,26,Clothing,1,300.08,Cash,07-02-2023,Metropol AVM
I261368,C201605,Female,46,Cosmetics,3,121.98,Credit Card,07-02-2023,Emaar Square Mall
I123349,C898308,Male,45,Clothing,4,1200.32,Credit Card,07-02-2023,Kanyon
I250090,C860582,Female,62,Food & Beverage,1,5.23,Cash,07-02-2023,Viaport Outlet
I265700,C195114,Female,33,Books,1,15.15,Credit Card,07-02-2023,Kanyon
I707352,C203016,Male,69,Food & Beverage,5,26.15,Cash,07-02-2023,Mall of Istanbul
I449982,C103917,Female,35,Shoes,5,3000.85,Credit Card,07-02-2023,Metropol AVM
I339763,C460236,Female,50,Shoes,2,1200.34,Credit Card,07-02-2023,Mall of Istanbul
I654471,C239712,Female,67,Toys,2,71.68,Debit Card,07-02-2023,Mall of Istanbul
I276022,C142222,Female,54,Clothing,4,1200.32,Credit Card,07-02-2023,Metropol AVM
I303060,C220052,Male,56,Clothing,1,300.08,Credit Card,07-02-2023,Mall of Istanbul
I339344,C104407,Male,37,Technology,2,2100,Credit Card,07-02-2023,Kanyon
I794710,C779078,Male,25,Books,5,75.75,Debit Card,07-02-2023,Metrocity
I124544,C325577,Male,69,Clothing,5,1500.4,Cash,07-02-2023,Mall of Istanbul
I210307,C424336,Female,23,Cosmetics,4,162.64,Credit Card,07-02-2023,Mall of Istanbul
I242870,C146011,Female,56,Food & Beverage,1,5.23,Cash,07-02-2023,Istinye Park
I130644,C681781,Male,65,Toys,4,143.36,Cash,07-02-2023,Mall of Istanbul
I253077,C139024,Male,29,Clothing,2,600.16,Credit Card,07-02-2023,Mall of Istanbul
I997342,C186051,Male,31,Food & Beverage,5,26.15,Cash,07-02-2023,Istinye Park
I815563,C249241,Male,47,Toys,4,143.36,Credit Card,07-02-2023,Emaar Square Mall
I412247,C310731,Female,53,Souvenir,5,58.65,Cash,07-02-2023,Kanyon
I346832,C584715,Female,35,Cosmetics,5,203.3,Cash,07-02-2023,Metrocity
I113774,C333100,Male,38,Shoes,5,3000.85,Cash,07-02-2023,Kanyon
I146106,C263414,Female,26,Food & Beverage,1,5.23,Credit Card,07-02-2023,Metropol AVM
I277042,C317628,Female,49,Clothing,1,300.08,Credit Card,07-02-2023,Kanyon
I267694,C305324,Male,23,Clothing,4,1200.32,Credit Card,07-02-2023,Viaport Outlet
I217498,C323994,Female,51,Food & Beverage,1,5.23,Cash,07-02-2023,Istinye Park
I248636,C338157,Male,39,Shoes,3,1800.51,Credit Card,07-02-2023,Kanyon
I816434,C242046,Female,67,Technology,2,2100,Credit Card,07-02-2023,Cevahir AVM
I883820,C310032,Male,47,Books,1,15.15,Credit Card,07-02-2023,Kanyon
I485937,C168937,Female,46,Food & Beverage,3,15.69,Cash,07-02-2023,Metropol AVM
I662794,C115031,Male,30,Toys,2,71.68,Cash,07-02-2023,Metrocity
I139367,C130568,Female,55,Food & Beverage,5,26.15,Debit Card,07-02-2023,Mall of Istanbul
I100764,C564073,Male,54,Cosmetics,3,121.98,Credit Card,07-02-2023,Istinye Park
I415725,C293342,Female,39,Books,2,30.3,Credit Card,07-02-2023,Mall of Istanbul
I255463,C145781,Male,47,Clothing,5,1500.4,Credit Card,07-02-2023,Mall of Istanbul
I120809,C116429,Female,34,Toys,1,35.84,Credit Card,07-02-2023,Mall of Istanbul
I206441,C108763,Female,52,Cosmetics,5,203.3,Debit Card,07-02-2023,Metropol AVM
I500421,C278577,Female,46,Clothing,1,300.08,Cash,07-02-2023,Kanyon
I279841,C402774,Male,34,Clothing,3,900.24,Debit Card,07-02-2023,Metropol AVM
I624401,C284511,Female,68,Clothing,5,1500.4,Cash,07-02-2023,Forum Istanbul
I247195,C292022,Female,19,Toys,2,71.68,Cash,07-02-2023,Emaar Square Mall
I128370,C223606,Female,32,Food & Beverage,5,26.15,Cash,07-02-2023,Kanyon
I226842,C761359,Female,43,Clothing,5,1500.4,Credit Card,07-02-2023,Metropol AVM
I202608,C191931,Male,28,Toys,3,107.52,Credit Card,07-02-2023,Mall of Istanbul
I122213,C224331,Female,37,Food & Beverage,2,10.46,Cash,07-02-2023,Istinye Park
I139775,C248387,Female,40,Food & Beverage,3,15.69,Cash,07-02-2023,Mall of Istanbul
I211566,C727762,Female,40,Food & Beverage,1,5.23,Debit Card,07-02-2023,Kanyon
I316214,C479685,Female,62,Cosmetics,4,162.64,Credit Card,07-02-2023,Metrocity
I153873,C181989,Female,41,Clothing,3,900.24,Cash,07-02-2023,Kanyon
I299115,C227295,Female,59,Books,4,60.6,Debit Card,07-02-2023,Zorlu Center
I170530,C584999,Male,62,Books,2,30.3,Debit Card,07-02-2023,Mall of Istanbul
I971667,C271750,Female,44,Cosmetics,3,121.98,Credit Card,07-02-2023,Forum Istanbul
I196913,C131815,Female,35,Clothing,1,300.08,Cash,07-02-2023,Kanyon
I539656,C107807,Female,21,Food & Beverage,2,10.46,Credit Card,07-02-2023,Kanyon
I308840,C301723,Male,29,Cosmetics,4,162.64,Credit Card,07-02-2023,Mall of Istanbul
I765653,C935779,Female,53,Books,4,60.6,Debit Card,07-02-2023,Viaport Outlet
I309188,C698875,Male,58,Food & Beverage,5,26.15,Cash,07-02-2023,Metrocity
I332190,C125976,Female,29,Food & Beverage,3,15.69,Cash,07-02-2023,Cevahir AVM
I165583,C235482,Female,54,Clothing,1,300.08,Credit Card,08-02-2023,Metrocity
I268823,C230543,Male,30,Clothing,1,300.08,Debit Card,08-02-2023,Istinye Park
I297633,C311887,Female,35,Clothing,1,300.08,Cash,08-02-2023,Viaport Outlet
I170200,C116013,Female,22,Clothing,3,900.24,Cash,08-02-2023,Mall of Istanbul
I318281,C164736,Female,41,Souvenir,2,23.46,Cash,08-02-2023,Cevahir AVM
I311751,C784748,Female,25,Food & Beverage,2,10.46,Debit Card,08-02-2023,Metrocity
I429281,C134050,Male,43,Food & Beverage,2,10.46,Credit Card,08-02-2023,Mall of Istanbul
I322152,C710070,Female,24,Books,2,30.3,Debit Card,08-02-2023,Metrocity
I249320,C256281,Female,38,Shoes,2,1200.34,Cash,08-02-2023,Emaar Square Mall
I135183,C265293,Female,59,Food & Beverage,5,26.15,Cash,08-02-2023,Mall of Istanbul
I585265,C919080,Female,67,Clothing,5,1500.4,Credit Card,08-02-2023,Metropol AVM
I194665,C144456,Male,32,Food & Beverage,5,26.15,Credit Card,08-02-2023,Istinye Park
I218008,C701147,Male,23,Clothing,2,600.16,Credit Card,08-02-2023,Kanyon
I711200,C115918,Male,67,Cosmetics,2,81.32,Credit Card,08-02-2023,Mall of Istanbul
I193508,C168190,Female,42,Clothing,1,300.08,Debit Card,08-02-2023,Metropol AVM
I160001,C135705,Female,43,Food & Beverage,4,20.92,Cash,08-02-2023,Mall of Istanbul
I148934,C145612,Female,47,Clothing,2,600.16,Cash,08-02-2023,Forum Istanbul
I150707,C304730,Female,53,Shoes,1,600.17,Credit Card,08-02-2023,Kanyon
I241286,C900101,Male,35,Clothing,5,1500.4,Cash,08-02-2023,Kanyon
I185707,C270819,Female,22,Food & Beverage,4,20.92,Debit Card,08-02-2023,Istinye Park
I113763,C258444,Male,23,Toys,3,107.52,Cash,08-02-2023,Emaar Square Mall
I132763,C304579,Female,27,Technology,5,5250,Cash,08-02-2023,Metrocity
I121655,C588517,Female,35,Food & Beverage,5,26.15,Cash,08-02-2023,Kanyon
I337772,C219586,Male,20,Cosmetics,2,81.32,Cash,08-02-2023,Forum Istanbul
I473469,C893372,Male,54,Food & Beverage,1,5.23,Debit Card,08-02-2023,Metrocity
I332205,C103887,Female,30,Cosmetics,3,121.98,Cash,08-02-2023,Mall of Istanbul
I150878,C239418,Female,29,Toys,4,143.36,Credit Card,08-02-2023,Mall of Istanbul
I200652,C167505,Male,61,Toys,4,143.36,Cash,08-02-2023,Mall of Istanbul
I287027,C136128,Male,39,Clothing,5,1500.4,Credit Card,08-02-2023,Viaport Outlet
I315788,C478286,Female,38,Clothing,1,300.08,Cash,08-02-2023,Kanyon
I137437,C655903,Female,56,Books,1,15.15,Credit Card,08-02-2023,Metropol AVM
I832730,C314322,Female,69,Toys,1,35.84,Cash,08-02-2023,Mall of Istanbul
I154514,C825390,Female,46,Food & Beverage,3,15.69,Cash,08-02-2023,Kanyon
I284747,C108243,Female,40,Clothing,5,1500.4,Cash,08-02-2023,Mall of Istanbul
I345099,C395206,Male,49,Food & Beverage,1,5.23,Debit Card,08-02-2023,Mall of Istanbul
I216503,C272817,Female,41,Toys,3,107.52,Debit Card,08-02-2023,Mall of Istanbul
I476469,C437835,Female,55,Books,4,60.6,Cash,08-02-2023,Mall of Istanbul
I258856,C284955,Male,63,Toys,2,71.68,Cash,08-02-2023,Forum Istanbul
I528976,C206018,Male,20,Food & Beverage,5,26.15,Credit Card,08-02-2023,Kanyon
I299143,C285257,Female,21,Food & Beverage,1,5.23,Cash,08-02-2023,Metrocity
I308549,C589603,Male,26,Cosmetics,1,40.66,Cash,08-02-2023,Kanyon
I319643,C202247,Male,59,Technology,5,5250,Cash,08-02-2023,Kanyon
I205972,C945098,Male,41,Food & Beverage,5,26.15,Credit Card,08-02-2023,Viaport Outlet
I221333,C662831,Female,51,Cosmetics,2,81.32,Debit Card,08-02-2023,Metropol AVM
I133283,C185557,Male,39,Shoes,4,2400.68,Cash,08-02-2023,Mall of Istanbul
I141714,C189925,Female,58,Food & Beverage,1,5.23,Cash,08-02-2023,Mall of Istanbul
I302138,C120857,Female,31,Toys,5,179.2,Debit Card,08-02-2023,Metrocity
I263101,C343024,Male,47,Books,1,15.15,Cash,08-02-2023,Viaport Outlet
I168513,C180653,Female,47,Technology,2,2100,Cash,08-02-2023,Zorlu Center
I273789,C111463,Male,23,Clothing,3,900.24,Cash,08-02-2023,Kanyon
I263794,C241295,Female,28,Food & Beverage,4,20.92,Debit Card,08-02-2023,Metrocity
I314150,C309447,Female,23,Clothing,5,1500.4,Cash,08-02-2023,Zorlu Center
I314602,C318381,Male,33,Clothing,5,1500.4,Credit Card,08-02-2023,Mall of Istanbul
I165502,C832119,Female,31,Clothing,4,1200.32,Credit Card,08-02-2023,Istinye Park
I140559,C411773,Male,26,Shoes,1,600.17,Cash,08-02-2023,Mall of Istanbul
I234756,C321121,Female,38,Toys,2,71.68,Cash,08-02-2023,Forum Istanbul
I176540,C319127,Female,66,Toys,1,35.84,Cash,08-02-2023,Mall of Istanbul
I208291,C152642,Male,68,Clothing,4,1200.32,Debit Card,08-02-2023,Kanyon
I271219,C305795,Male,67,Cosmetics,4,162.64,Credit Card,08-02-2023,Metrocity
I133989,C292579,Female,50,Cosmetics,3,121.98,Cash,08-02-2023,Cevahir AVM
I291727,C330201,Female,65,Souvenir,1,11.73,Debit Card,08-02-2023,Metropol AVM
I654585,C305390,Male,26,Shoes,2,1200.34,Debit Card,08-02-2023,Emaar Square Mall
I460604,C304139,Female,51,Technology,1,1050,Cash,08-02-2023,Mall of Istanbul
I708515,C202619,Female,31,Technology,3,3150,Credit Card,08-02-2023,Cevahir AVM
I244629,C151278,Male,69,Books,3,45.45,Cash,08-02-2023,Mall of Istanbul
I363806,C201648,Male,56,Food & Beverage,5,26.15,Credit Card,08-02-2023,Kanyon
I210156,C233787,Male,30,Shoes,3,1800.51,Debit Card,08-02-2023,Kanyon
I407217,C139797,Female,68,Books,4,60.6,Cash,08-02-2023,Kanyon
I360162,C246453,Female,40,Clothing,4,1200.32,Cash,08-02-2023,Istinye Park
I316375,C189911,Female,40,Clothing,2,600.16,Credit Card,08-02-2023,Cevahir AVM
I217116,C100130,Female,42,Shoes,3,1800.51,Cash,08-02-2023,Zorlu Center
I197141,C326006,Male,69,Cosmetics,5,203.3,Cash,08-02-2023,Viaport Outlet
I626012,C237558,Male,47,Clothing,5,1500.4,Credit Card,08-02-2023,Metrocity
I319056,C130708,Female,38,Technology,1,1050,Cash,08-02-2023,Kanyon
I108420,C188456,Female,32,Toys,5,179.2,Cash,08-02-2023,Metrocity
I338996,C176185,Male,53,Cosmetics,1,40.66,Credit Card,08-02-2023,Istinye Park
I256278,C251765,Female,21,Clothing,1,300.08,Debit Card,08-02-2023,Cevahir AVM
I129338,C600023,Male,57,Clothing,5,1500.4,Cash,08-02-2023,Metrocity
I321610,C978453,Female,19,Shoes,3,1800.51,Credit Card,08-02-2023,Emaar Square Mall
I953699,C152807,Male,46,Books,3,45.45,Cash,08-02-2023,Cevahir AVM
I208975,C785832,Female,50,Books,5,75.75,Credit Card,08-02-2023,Mall of Istanbul
I143509,C337668,Female,32,Toys,5,179.2,Debit Card,08-02-2023,Kanyon
I757899,C188429,Female,44,Books,5,75.75,Debit Card,08-02-2023,Zorlu Center
I298731,C131088,Female,58,Shoes,1,600.17,Cash,08-02-2023,Istinye Park
I168626,C188288,Female,22,Cosmetics,2,81.32,Cash,08-02-2023,Istinye Park
I214775,C128755,Female,31,Books,5,75.75,Cash,08-02-2023,Mall of Istanbul
I790724,C181614,Female,34,Shoes,1,600.17,Debit Card,08-02-2023,Kanyon
I843992,C261651,Female,64,Cosmetics,5,203.3,Debit Card,08-02-2023,Metropol AVM
I418231,C231319,Female,47,Shoes,3,1800.51,Debit Card,08-02-2023,Istinye Park
I336204,C206102,Female,24,Toys,2,71.68,Credit Card,08-02-2023,Metrocity
I694370,C215446,Female,50,Clothing,4,1200.32,Cash,08-02-2023,Mall of Istanbul
I318583,C328115,Female,25,Clothing,4,1200.32,Credit Card,08-02-2023,Cevahir AVM
I701750,C253058,Male,19,Cosmetics,2,81.32,Debit Card,08-02-2023,Emaar Square Mall
I805280,C147164,Male,38,Clothing,3,900.24,Credit Card,08-02-2023,Istinye Park
I915033,C835249,Male,40,Shoes,4,2400.68,Cash,08-02-2023,Kanyon
I226632,C107235,Male,54,Cosmetics,2,81.32,Cash,08-02-2023,Forum Istanbul
I104050,C339885,Female,49,Cosmetics,2,81.32,Credit Card,08-02-2023,Istinye Park
I273679,C726657,Female,18,Food & Beverage,3,15.69,Credit Card,08-02-2023,Istinye Park
I262338,C842660,Female,36,Cosmetics,4,162.64,Debit Card,08-02-2023,Metrocity
I315353,C222808,Male,22,Clothing,1,300.08,Cash,08-02-2023,Mall of Istanbul
I131566,C319819,Female,37,Cosmetics,3,121.98,Credit Card,08-02-2023,Kanyon
I459625,C190062,Male,41,Shoes,3,1800.51,Cash,08-02-2023,Mall of Istanbul
I307404,C330726,Female,56,Clothing,3,900.24,Debit Card,08-02-2023,Mall of Istanbul
I422567,C516933,Female,44,Cosmetics,2,81.32,Debit Card,08-02-2023,Zorlu Center
I918156,C273407,Male,67,Food & Beverage,5,26.15,Debit Card,08-02-2023,Mall of Istanbul
I143520,C263379,Male,69,Toys,4,143.36,Credit Card,08-02-2023,Zorlu Center
I145011,C329392,Female,45,Cosmetics,3,121.98,Credit Card,08-02-2023,Metrocity
I245486,C631428,Female,41,Souvenir,2,23.46,Debit Card,08-02-2023,Metrocity
I178831,C470024,Male,21,Toys,5,179.2,Debit Card,08-02-2023,Kanyon
I191307,C159547,Male,20,Clothing,4,1200.32,Cash,08-02-2023,Metropol AVM
I142644,C907576,Female,18,Books,5,75.75,Cash,08-02-2023,Mall of Istanbul
I285290,C762269,Male,67,Souvenir,5,58.65,Debit Card,08-02-2023,Metrocity
